_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204691556,Maps & Advisory #Oklahoma:Strong #Tornadoes Outbreak (as of 5/24/11 7PM Local) Plan Shelter Now http://1.usa.gov/kGKg ...,Informative,Information source,,,,,,,
204691557,@txstormchasers:  #Tornado outbreak beginning in North Texas. #txwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691558,Amazing video from Oklahoma City where a powerful tornado tonight.  At least 7 people are dead the developing story on WJZ News @11pm.,Informative,Information source,,,,,,,
204691559,Tornado in El Reno Ok minutes ago: http://youtu.be/roX4msxfs_w  #OKw,Informative,Information source,,,,,,,
204691560,Our cry for #MERCY! #Oklahoma #JOPLIN,Personal,Unknown,,,,,,,
204691561,Outside just chilling with the Tornado winds. Freaked out? Nah. Nbd.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691562,crazy footage of #tornado damage in #okwx on #CNN and #WeatherChannel live feeds.,Informative,Caution and advice,,Other,,,,,
204691563,Tornado reported in Denton County Texas near I-35 W and FM 407.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691564,Really? a one minute tornado siren? are we that desperate for storms in DFW? #fb,Personal,Caution and advice,,A siren has been heard,,,,,
204691565,See hommies nothing to worry about! #Oklahoma #tornado,Informative,Caution and advice,",Oklahoma # tornado",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691566,Blaaahhs tornado warningg forr Kansas City.. imms takingg cover..,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691567,TORNADO ON THE GROUND NEAR AZLE,Informative,Caution and advice,",AZLE",A tornado sighting/touchdown has been reported,,,,,
204691568,Tornado Kills 2 in Suburban Oklahoma City http://nyti.ms/mBlCCZ,Informative,Information source,,,,,,,
204691569,For real-time tornado coverage follow @baxterholmes,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691570,Tornado warning over.  Now in severe thunderstorm warning re:NOAA,Informative,Caution and advice,",NOAA",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691571,Tornado warning for my county...right before #BFV noooooo!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691572,Average tornado warning is about 15 min now.. #Joplin had 24 min,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691573,Cleaned the kitchen. Watch tornado show on @NatGeoSociety . Folded Laundry watched Casey Anthony trial. Worked on Internet jobs & blogging.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691574,Keep people in OK city in ur thoughts with that huge tornado.Pam is there for a conf. & just heard news that people have died outside of okc,Personal,Unknown,,,,,,,
204691575,=( RT @debdobson: RT @stevenportnoy: NOAA says the #Joplin tornado was an EF-5 the 8th deadliest tornado on record.,Informative,Unknown,,,,,,,
204691576,Take these warnings seriously RT @WxChris2011 DON'T BE ANYWHERE ON I-635 west of US-75. GET OFF THE ROAD!! Tornadic storm coming. #txwx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691577,I hope my homies @McDonald7 @ballinbluejay40 @karrottop11 @Yellowbone1509 are doin ight with that tornado weather #prayin ...,Personal,Caution and advice,,Other,,,,,
204691578,Another tornado touchdown in Oklahoma City This is #ridiculous,Informative,Caution and advice,,Other,,,,,
204691579,if you live in northern tarrant county stay alert. a tornado may be on the ground near azle. its moving east at 40mph.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691580,Possible #tornado crossing I-35 near Admore #Oklahoma. GET OFF THE INTERSTATE! Seek shelter NE of Admore #Oklahoma. # ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691581,Fantastic!  RT @CostisDemos: in the eye / of the tornado / the ancient hawk / envisions / the vortex of time #tanka,Informative,Unknown,,,,,,,
204691582,There's reports of a tornado on the ground 2 miles west of Azle.  Rshaede,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691583,Tornado watch likely to include: Kansas City Kansas City Overland Park Independence Olathe Saint Joseph,Informative,Unknown,,,,,,,
204691584,Tornado is ON THE GROUND along Jacksboro Highway in Azle. Take shelter!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691585,Tornado watch in my neck of the woods...of course... #welcometoTexas,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691586,Seriously people. Take cover. That tornado in Joplin killed over 100 people.,Informative,Casualties and damage,,,,,,,Other
204691587,Tornado Warnings are in effect for Tarrent Couny. I expect one to be issued for Denton County with in the next 30min if things don't change.,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691588,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204691589,One of my bestfriends lost their house in a tornado. #PrayforOklahoma,Personal,Caution and advice,,Other,,,,,
204691590,Just told we r all clear 4 another hour in #Tulsabut not over yet #tornado #oklahoma  @jessicaflores,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691591,Damn!! Tornado warning outside of Azle TX possibly approaching Fort Worth... prayers sent up to those in the area.. ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691592,My husbands tornado video http://t.co/YSIlbTm,Informative,Information source,,,,,,,
204691593,Looking at the radar attention should be made towards Eastern #Oklahoma and North/NE #Texas for severe storms/#tornado. #TX #OK,Informative,Caution and advice,",TX # OK",A tornado sighting/touchdown has been reported,,,,,
204691594,Tote durch Tornado in Oklahoma - Opferzahl in Joplin bei 122 http://bit.ly/j869k3,Other,,,,,,,,
204691595,Man tornado/storm warnings go from Texas Oklahoma Kansas Missouri Nebraska an Colorado,Informative,Caution and advice,",Colorado",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691596,Good plan:) RT @kkaaddiiee: At least if there is a tornado I will just be stuck at work...that way I can practice guitar :) optimism is key!,Personal,Caution and advice,,Other,,,,,
204691597,@Bethenny we're eating tacos w/ @skinnygirlmarg butt cheeks puckered as tornados move in to Tulsa.  #okwx #tornado,Informative,Caution and advice,,Other,,,,,
204691598,Goodness... new tornado watch includes the city of Joplin... I think they've had enough Mother Nature,Informative,Caution and advice,",Mother Nature",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691599,@michaellperkins Me too! A lot of my coworkers have family/connections in #Joplin ... The stories and realities are just sickening :(,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691600,Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJ ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691601,Tornado watch coming for NWA/RV area within 1 hour. Storms look to be less isolated in our area than storms in SE OK. St ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691602,I appreciate everyone's concern with my safety. If you need me I'll be out trying to lasso a tornado. #ImFromOklah ...,Personal,Caution and advice,,Other,,,,,
204691603,http://twitpic.com/52491b  A Tornado Watch has been issued until 3 a.m. for areas west of HWY 63,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691604,Dos mexicanos muertos por tornado en Missouri,Other,,,,,,,,
204691605,Possible #tornado on the ground coming into Little #Oklahoma. SEEK SHELTER IN LITTLE OK! #OKWX Follow 4 updates.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691606,I wonder if that was the tornado!!? http://t.co/VW75aGd,Personal,Information source,,,,,,,
204691607,And KC is officially under a tornado watch until 3am #ksstorms,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691608,#needs babyfood flashlights batteries ALL Needed in #Joplin-drop off @ #loc #STL Hampton Village- #needs TRUCK Driver-call 314.482.6995,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691609,At Puckett's with @jenniferg07 @KayeWhitener & @Marym2631 to see @mallaryhope play & hopefully raise a lot of money for tornado victims! :),Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691610,Tornado watches are in effect from Texas to Nebraska,Informative,Caution and advice,",Nebraska",Other,,,,,
204691611,Urgent those in #Joplin #Tornadowatch past #Midnight please retweet!,Informative,Unknown,,,,,,,
204691612,The National Weather Service had determined that the tornado that struck Sunday was an EF5 producing winds greater tha ...,Informative,Caution and advice,,Other,,,,,
204691613,Possible #tornado on the ground near Ixl #Oklahoma. Very strong tight rotation near SE Welty Oklahoma. SEEK SHELTER NE! #OKWX,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691614,Ok. Over $1300 dollars in sales since 3.. Whether or not this tornado kills me working will. Oh yeah and i got burned. http://t.co/MqAYQAK,Personal,Information source,,,,,,,
204691615,Tornado watch is until 3 a.m. WEDNESDAY. Sorry.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691616,#Joplin hope you guys are alright,Informative,Unknown,,,,,,,
204691617,"Prayers for everyone in """"Harms Way"""". RT @kwhalum: LORD have mercy on """"Tornado Alley"""".",Personal,Caution and advice,,Other,,,,,
204691618,Maunya dua duanya Tornado Dufan RT @GueMauTanya: Pilih salah satu: Bungee Jumping atau Tornado Dufan?,Other,,,,,,,,
204691619,Typical Oklahoma..sunny tornado sunny #weathersweird #hopeeverybodyisokay,Informative,Caution and advice,,Other,,,,,
204691620,@Talkmaster our tornado reports are not followed by reports of looting but of communities pulling together even w/out a community organizer!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204691621,@karlasu2 @Tara_Cat @musicgirl83 tornado warnings here in Oklahoma so keep me updated on American Idol! Cuze the news is taking over...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204691622,~ Can I get a retweet To support tornado relief Donations of any size can be made by calling the Red Cro ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691623,Thank you all for your responses to my countless tweets and twitpics from #Joplin... the devastation is hard to fathom. #ourprayersw/mizzou,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204691624,HOLY FUCK! A tornado seriously fucking touched down RIGHT WHERE I FUCKING LIVE. My uncle literally just called. He's on his way to check ...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
